title,link,authors,publication
Mathematical models of speciation and genetic distance,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&pagesize=100&citation_for_view=VxOmZDgAAAAJ:35N4QoGY0k4C,M Nei,"Population genetics and ecology. Academic Press, New York, 723-766, 1976"
Gene duplication and nucleotide substitution in evolution,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&pagesize=100&citation_for_view=VxOmZDgAAAAJ:ZHo1McVdvXMC,M Nei,"Nature 221 (5175), 40-42, 1969"
Statistical studies on protein polymorphism in natural populations I. Distribution of single locus heterozygosity,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&pagesize=100&citation_for_view=VxOmZDgAAAAJ:ns9cj8rnVeAC,"PA Fuerst, R Chakraborty, M Nei","Genetics 86 (2), 455-483, 1977"
Genetic polymorphism and the role of mutation in evolution,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&pagesize=100&citation_for_view=VxOmZDgAAAAJ:g5m5HwL7SMYC,M Nei,"Evolution of genes and proteins 71, 165-190, 1983"
Statistical studies on protein polymorphism in natural populations. III. Distribution of allele frequencies and the number of alleles per locus,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&pagesize=100&citation_for_view=VxOmZDgAAAAJ:HoB7MX3m0LUC,"R Chakraborty, PA Fuerst, M Nei","Genetics 94 (4), 1039-1063, 1980"
Mutation-driven evolution,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&pagesize=100&citation_for_view=VxOmZDgAAAAJ:OTTXONDVkokC,M Nei,"OUP Oxford, 2013"
The optimization principle in phylogenetic analysis tends to give incorrect topologies when the number of nucleotides or amino acids used is small,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&pagesize=100&citation_for_view=VxOmZDgAAAAJ:zA6iFVUQeVQC,"M Nei, S Kumar, K Takahashi","Proceedings of the National Academy of Sciences 95 (21), 12390-12397, 1998"
Genetic variation in subdivided populations and conservation genetics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&pagesize=100&citation_for_view=VxOmZDgAAAAJ:D03iK_w7-QYC,"SL Varvio, R Chakraborty, M Nei","Heredity 57 (2), 189-198, 1986"
Origin and evolution of influenza virus hemagglutinin genes,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:q3oQSFYPqjQC,"Y Suzuki, M Nei","Molecular biology and evolution 19 (4), 501-509, 2002"
Acceleration of genomic evolution caused by enhanced mutation rate in endocellular symbionts,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:u_35RYKgDlwC,"T Itoh, W Martin, M Nei","Proceedings of the National Academy of Sciences 99 (20), 12944-12948, 2002"
Accumulation of mutations in sexual and asexual populations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:SeFeTyx0c_EC,"P Pamilo, M Nei, WH Li","Genetics Research 49 (2), 135-146, 1987"
Lewontin-Krakauertest for neutral genes,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:cFHS6HbyZ2cC,"M Nei, T Maruyama","Genetics 80 (2), 395, 1975"
Tests of applicability of several substitution models for DNA sequence data.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:4OULZ7Gr8RgC,"A Rzhetsky, M Nei","Molecular Biology and Evolution 12 (1), 131-151, 1995"
Molecular evolutionary genetics New York,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:NtCmTCuxid4C,M Nei,"Columbia University Press, 1987"
Population dynamics of sex-determining alleles in honey bees and self-incompatibility alleles in plants,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:rO6llkc54NcC,"S Yokoyama, M Nei","Genetics 91 (3), 609-626, 1979"
"Effective population size, genetic diversity, and coalescence time in subdivided populations",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:EUQCXRtRnyEC,"M Nei, N Takahata","Journal of Molecular Evolution 37 (3), 240-244, 1993"
Reliabilities of identifying positive selection by the branch-site and the site-prediction methods,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:4fKUyHm3Qg0C,"M Nozawa, Y Suzuki, M Nei","Proceedings of the National Academy of Sciences 106 (16), 6700-6705, 2009"
Purifying selection and birth-and-death evolution in the ubiquitin gene family,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:a0OBvERweLwC,"M Nei, IB Rogozin, H Piontkivska","Proceedings of the National Academy of Sciences 97 (20), 10866-10871, 2000"
Genetic distance and molecular phylogeny,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:XiSMed-E-HIC,M Nei,"Population genetics and fishery management 193, 223, 1987"
"Gene differences between Caucasian, Negro, and Japanese populations",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:b0M2c_1WBrUC,"M Nei, AK Roychoudhury","Science 177 (4047), 434-436, 1972"
Genomic drift and copy number variation of sensory receptor genes in humans,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:sSrBHYA8nusC,"M Nozawa, Y Kawahara, M Nei","Proceedings of the National Academy of Sciences 104 (51), 20421-20426, 2007"
Antiquity and evolution of the MADS-box gene family controlling flower development in plants,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:WbkHhVStYXYC,"J Nam, CW DePamphilis, H Ma, M Nei","Molecular biology and evolution 20 (9), 1435-1447, 2003"
The root of the phylogenetic tree of human populations.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:pyW8ca7W8N0C,"M Nei, N Takezaki","Molecular Biology and Evolution 13 (1), 170-177, 1996"
Evolution of Antennapedia-class homeobox genes,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:pqnbT2bcN3wC,"J Zhang, M Nei","Genetics 142 (1), 295-303, 1996"
POPTREEW: web version of POPTREE for constructing population trees from allele frequency data and computing some other quantities,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:VN7nJs4JPk0C,"N Takezaki, M Nei, K Tamura","Molecular Biology and Evolution 31 (6), 1622-1624, 2014"
Polymorphism and evolution of the major histocompatibility complex loci in mammals,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:yD5IFk8b50cC,"M Nei, AL Hughes","Evolution at the molecular level, 222-247, 1991"
Genetic variability maintained by mutation and overdominant selection in finite populations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:bFI3QPDXJZMC,"T Maruyama, M Nei","Genetics 98 (2), 441-459, 1981"
Infinite allele model with varying mutation rate,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:nb7KW1ujOQ8C,"M NEi, R Chakraborty, PA Fuerst","Proceedings of the National Academy of Sciences 73 (11), 4164-4168, 1976"
Identity of genes by descent within and between populations under mutation and migration pressures,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:FiytvqdAVhgC,"M Nei, MW Feldman","Theoretical Population Biology 3 (4), 460-465, 1972"
Maintenance of MHC polymorphism,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:1sJd4Hv_s6UC,"AL Hughes, M Nei","Nature 355 (6359), 402-403, 1992"
Linkage modification and sex difference in recombination,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:p2g8aNsByqUC,M Nei,"Genetics 63 (3), 681, 1969"
Variance and covariances of the numbers of synonymous and nonsynonymous substitutions per site.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:KxtntwgDAa4C,"T Ota, M Nei","Molecular biology and evolution 11 (4), 613-619, 1994"
Empirical tests of the reliability of phylogenetic trees constructed with microsatellite DNA,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:eq2jaN3J8jMC,"N Takezaki, M Nei","Genetics 178 (1), 385-392, 2008"
False-Positive Selection Identified by ML-Based Methods: Examples from the Sig1 Gene of the Diatom Thalassiosira weissflogii and the tax Gene of a Human T …,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:f2IySw72cVMC,"Y Suzuki, M Nei","Molecular Biology and Evolution 21 (5), 914-921, 2004"
Comparative evolutionary analysis of olfactory receptor gene clusters between humans and mice,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:eMMeJKvmdy0C,"Y Niimura, M Nei","Gene 346, 13-21, 2005"
Balanced polymorphism and evolution by the birth-and-death process in the MHC loci,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:NhqRSupF_l8C,M NEI,"11^< th> Histocompatibility workshop and conference, 1992, 1992"
Purifying selection and birth-and-death evolution in the histone H4 gene family,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:K3LRdlH-MEoC,"H Piontkivska, AP Rooney, M Nei","Molecular biology and evolution 19 (5), 689-697, 2002"
Evolutionary dynamics of olfactory receptor genes in Drosophila species,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:kRWSkSYxWN8C,"M Nozawa, M Nei","Proceedings of the National Academy of Sciences 104 (17), 7122-7127, 2007"
Drift variances of FSTand GST statistics obtained from a finite number of isolated populations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:Tiz5es2fbqcC,"M Nei, A Chakravarti","Theoretical population biology 11 (3), 307-325, 1977"
Natural selection at the class II major histocompatibility complex loci of mammals,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:tOudhMTPpwUC,"AL Hughes, MK Hughes, CY Howell, M Nei","Infection, Polymorphism and Evolution, 89-97, 1997"
Evolutionary relationships of class II major-histocompatibility-complex genes in mammals.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:OU6Ihb5iCvQC,"AL Hughes, M Nei","Molecular Biology and Evolution 7 (6), 491-514, 1990"
Genetic structure of human populations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:08ZZubdj9fEC,"M Nei, Y Imaizumi","Heredity 21, 183-190, 1966"
Origins and evolution of microRNA genes in Drosophila species,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:ipzZ9siozwsC,"M Nozawa, S Miura, M Nei","Genome biology and evolution 2, 180-189, 2010"
Simulation study of the reliability and robustness of the statistical methods for detecting positive selection at single amino acid sites,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:CHSYGLWDkRkC,"Y Suzuki, M Nei","Molecular biology and evolution 19 (11), 1865-1869, 2002"
Genetic differentiation of quantitative characters between populations or species: I. Mutation and random genetic drift,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:5ugPr518TE4C,"R Chakraborty, M Nei","Genetics Research 39 (3), 303-314, 1982"
Stable linkage disequilibrium without epistasis in subdivided populations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:uWQEDVKXjbEC,"WH Li, M Nei","Theoretical population biology 6 (2), 173-183, 1974"
Probability of fixation of nonfunctional genes at duplicate loci,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:mvPsJ3kp5DgC,"M Nei, AK Roychoudhury","The American Naturalist 107 (955), 362-372, 1973"
The frequency distribution of lethal chromosomes in finite populations.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:UxriW0iASnsC,M Nei,"Proceedings of the National Academy of Sciences of the United States of …, 1968"
The origins and early evolution of DNA mismatch repair genes—multiple horizontal gene transfers and co-evolution,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:kzcrU_BdoSEC,"Z Lin, M Nei, H Ma","Nucleic acids research 35 (22), 7591-7603, 2007"
Variation and covariation of gene frequencies in subdivided populations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:geHnlv5EZngC,M Nei,"Evolution, 256-258, 1965"
Heterogeneous but conserved natural killer receptor gene complexes in four major orders of mammals,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:JQOojiI6XY0C,"L Hao, J Klein, M Nei","Proceedings of the National Academy of Sciences 103 (9), 3192-3197, 2006"
Genetic distance and electrophoretic identity of proteins between taxa,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:tS2w5q8j5-wC,"M Nei, R Chakraborty","Journal of Molecular Evolution 2 (4), 323-328, 1973"
Reliabilities of parsimony-based and likelihood-based methods for detecting positive selection at single amino acid sites,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:u9iWguZQMMsC,"Y Suzuki, M Nei","Molecular biology and evolution 18 (12), 2179-2185, 2001"
Locus specificity of polymorphic alleles and evolution by a birth-and-death process in mammalian MHC genes.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:8AbLer7MMksC,"X Gu, M Nei","Molecular biology and evolution 16 (2), 147-156, 1999"
Mean and variance of FST in a finite number of incompletely isolated populations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:l7t_Zn2s7bgC,"M Nei, A Chakravarti, Y Tateno","Theoretical Population Biology 11 (3), 291-306, 1977"
Molecular evolution of the nontandemly repeated genes of the histone 3 multigene family,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:BrmTIyaxlBUC,"AP Rooney, H Piontkivska, M Nei","Molecular biology and evolution 19 (1), 68-75, 2002"
Statistical studies on protein polymorphism in natural populations II. Gene differentiation between populations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:5Ul4iDaHHb8C,"R Chakraborty, PA Fuerst, M Nei","Genetics 88 (2), 367-390, 1978"
Origins and divergence times of mammalian class II MHC gene clusters,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:wbdj-CoPYUoC,"K Takahashi, AP Rooney, M Nei","Journal of Heredity 91 (3), 198-204, 2000"
Accumulation of nonfunctional genes on sheltered chromosomes,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:eflP2zaiRacC,M Nei,"The American Naturalist 104 (938), 311-322, 1970"
Evolutionary change of the numbers of homeobox genes in bilateral animals,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:_B80troHkn4C,"J Nam, M Nei","Molecular biology and evolution 22 (12), 2386-2394, 2005"
FST and GST statistics in the finite island model,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:J-pR_7NvFogC,"N Takahata, M Nei","Genetics 107 (3), 501, 1984"
Genetic structure of human populations I. Local differentiation of blood group gene frequencies in Japan,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:B3FOqHPlNUQC,"M Nei, Y Imaizumi","Heredity 21 (1), 9-35, 1966"
Polymorphism and evolution of influenza A virus genes.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:eJXPG6dFmWUC,"N Saitou, M Nei","Molecular biology and evolution 3 (1), 57-74, 1986"
Drift variances of heterozygosity and genetic distance in transient states,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:fQNAKQ3IYiAC,"WH Li, M Nei","Genetics Research 25 (3), 229-247, 1975"
Human evolution at the molecular level,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:bnK-pcrLprsC,M Nei,"Population genetics and molecular evolution 1 (N), 41-64, 1985"
Non-random association between electromorphs and inversion chromosomes in finite populations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:D_sINldO8mEC,"M Nei, WH Li","Genetics Research 35 (1), 65-83, 1980"
ADAPTSITE: detecting natural selection at single amino acid sites,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:738O_yMBCRsC,"Y Suzuki, T Gojobori, M Nei","Bioinformatics 17 (7), 660-661, 2001"
Genetic support for the out-of-Africa theory of human evolution.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:dTyEYWd-f8wC,M Nei,"Proceedings of the National Academy of Sciences of the United States of …, 1995"
"Genetic relationships of Europeans, Asians and Africans and the origin of modern Homo sapiens",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:VOx2b1Wkg3QC,"M Nei, G Livshits","Human heredity 39 (5), 276-281, 1989"
Testing the neutral mutation hypothesis by distribution of single locus heterozygosity,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:V3AGJWp-ZtQC,"M Nei, PA Fuerst, R Chakraborty","Nature 262 (5568), 491-493, 1976"
"MEGA5: molecular evolutionary genetics analysis using maximum likelihood, evolutionary distance, and maximum parsimony methods",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:9NZAP19TdFAC,"T Koichiro, P Daniel, P Nicholas, S Glen, N Masatoshi, K Sudhir","Mol Biol Evol 28 (10), 2731-2739, 2011"
Birth-and-death evolution in primate MHC class I genes: divergence time estimates,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:ZuybSZzF8UAC,"H Piontkivska, M Nei","Molecular biology and evolution 20 (4), 601-609, 2003"
The Wilhelmine E. Key 2001 Invitational Lecture. Estimation of divergence times for a few mammalian and several primate species,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:1yQoGdGgb4wC,"M Nei, GV Glazko","Journal of Heredity 93 (3), 157-164, 2002"
Roles of mutation and selection in speciation: from Hugo de Vries to the modern genomic era,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:bz8QjSJIRt4C,"M Nei, M Nozawa","Genome biology and evolution 3, 812-829, 2011"
Variability and heritability of human fertility,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:HE397vMXCloC,"Y Imaizumi, M Nei, T Furusho","Annals of human genetics 33 (3), 251-259, 1970"
Concerted and nonconcerted evolution of the Hsp70 gene superfamily in two sibling species of nematodes,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:dQ2og3OwTAUC,"N Nikolaidis, M Nei","Molecular biology and evolution 21 (3), 498-505, 2004"
Biases of the estimates of DNA divergence obtained by the restriction enzyme technique,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:AXPGKjj_ei8C,"F Tajima, M Nei","Journal of Molecular Evolution 18 (2), 115-120, 1982"
New York,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:AFmTUeZ1pmEC,M Nei,"Columbia University Press, 1987"
Inconsistency of the maximum parsimony method when the rate of nucleotide substitution is constant,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:9vf0nzSNQJEC,"N Takezaki, M Nei","Journal of molecular evolution 39 (2), 210-218, 1994"
Origins and evolution of the formin multigene family that is involved in the formation of actin filaments,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:4MWp96NkSFoC,"D Chalkia, N Nikolaidis, W Makalowski, J Klein, M Nei","Molecular biology and evolution 25 (12), 2717-2733, 2008"
An unusual form of purifying selection in a sperm protein,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:PELIpwtuRlgC,"AP Rooney, J Zhang, M Nei","Molecular Biology and Evolution 17 (2), 278-283, 2000"
Dynamics of gene differentiation between incompletely isolated populations of unequal sizes,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:LjlpjdlvIbIC,"R CHAKRABoRTY, M Nei","Theoretical Population Biology 5 (3), 460-469, 1974"
Models of host-parasite interaction and MHC polymorphism,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:Y5dfb0dijaUC,"AL Hughes, M Nei","Genetics 132 (3), 863, 1992"
Effective population size when fertility is inherited,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:t6usbXjVLHcC,"M Nei, M Murata","Genetics Research 8 (2), 257-260, 1966"
Evolutionary dynamics of the immunoglobulin heavy chain variable region genes in vertebrates,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:hMsQuOkrut0C,"S Das, M Nozawa, J Klein, M Nei","Immunogenetics 60 (1), 47-55, 2008"
Assessing molecular phylogenies,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:XiVPGOgt02cC,"M Nei, N Takezaki, T Sitnikova","Science 267 (5195), 253-255, 1995"
Evolutionary relationships of the classes of major histocompatibility complex genes,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:WqliGbK-hY8C,"AL Hughes, M Nei","Immunogenetics 37 (5), 337-346, 1993"
Stochastic errors in DNA evolution and molecular phylogeny,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:6yz0xqPARnAC,M Nei,"Prog Clin Biol Res 218, 133-147, 1986"
METREE: a program package for inferring and testing minimum-evolution trees,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:PR6Y55bgFSsC,"A Rzhetsky, M Nei","Bioinformatics 10 (4), 409-412, 1994"
Evolutionary changes of the number of olfactory receptor genes in the human and mouse lineages,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VxOmZDgAAAAJ&cstart=100&pagesize=100&citation_for_view=VxOmZDgAAAAJ:UHK10RUVsp4C,"Y Niimura, M Nei","Gene 346, 23-28, 2005"
